"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
5001,50,0,0,"Arbedo-Castione TI","Arbedo-Castione (TI)","Arbedo-Castione TI","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
5002,50,0,0,"Bellinzona TI","Bellinzone (TI)","Bellinzona TI","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
5003,50,0,0,"Cadenazzo TI","Cadenazzo (TI)","Cadenazzo TI","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
5009,82.1,82.1,17.9,"Isone TI","Isone (TI)","Isone TI","Ja zur Burka-Initiative in Isone: Mit 82,1 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren angenommen. Damit ist in Isone die Skepsis gegenüber muslimischen Symbolen im Vergleich zur Abstimmung über das Minarett-Verbot im November 2009 zurück gegangen. Damals betrug der Ja-Stimmen-Anteil noch 85,1 Prozent.","Les habitants d'Isone approuvent l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 82,1 pour cent de oui. A Isone, le rejet des symboles de la communauté musulmane s'est accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 85,1 pour cent à l'initiative pour l'interdiction des minarets.","Sì all'Iniziativa anti-burqa nel comune di Isone: i cittadini hanno approvato il testo con il 82,1 percento dei voti. A Isone lo scetticismo nei confronti dei simboli della comunità musulmana è diminuito nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 85,1 percento dei voti - all'iniziativa per il divieto dei minareti."
5010,63.1,63.1,36.9,"Lumino TI","Lumino (TI)","Lumino TI","Die Gemeinde Lumino hat die Burka-Initiative mit 63,1 Prozent Ja-Stimmen angenommen. Damit ist in Lumino die Skepsis gegenüber muslimischen Symbolen im Vergleich zur Abstimmung über das Minarett-Verbot im November 2009 zurück gegangen. Damals betrug der Ja-Stimmen-Anteil noch 70,4 Prozent.","Les habitants de Lumino acceptent l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 63,1 pour cent de oui. A Lumino, le rejet des symboles de la communauté musulmane s'est accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 70,4 pour cent à l'initiative pour l'interdiction des minarets.","Nel comune di Lumino l'Iniziativa anti-burqa è stata accetata con il 63,1 percento dei voti. A Lumino lo scetticismo nei confronti dei simboli della comunità musulmana è diminuito nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 70,4 percento dei voti - all'iniziativa per il divieto dei minareti."
5017,50,0,0,"Sant'Antonino TI","Sant'Antonino (TI)","Sant'Antonino TI","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
5048,50,0,0,"Acquarossa TI","Acquarossa (TI)","Acquarossa TI","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
5049,50,0,0,"Blenio TI","Blenio (TI)","Blenio TI","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
5050,50,0,0,"Serravalle TI","Serravalle (TI)","Serravalle TI","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
5061,50,0,0,"Airolo TI","Airolo (TI)","Airolo TI","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
5063,71.4,71.4,28.6,"Bedretto TI","Bedretto (TI)","Bedretto TI","Ja zur Burka-Initiative in Bedretto. Mit 30 Ja- zu 12 Nein-Stimmen ist das Volksbegehren ""Ja zum Verhüllungsverbot"" angenommen worden. Damit ist in Bedretto die Skepsis gegenüber muslimischen Symbolen im Vergleich zur Abstimmung über das Minarett-Verbot im November 2009 zurück gegangen. Damals betrug der Ja-Stimmen-Anteil noch 76,3 Prozent.","L'initiative ""pour l'interdiction de se dissimuler le visage"" est acceptée à Bedretto. Les électeurs de cette petite commune sont 30 à dire oui, contre 12 à s'y opposer. A Bedretto, le rejet des symboles de la communauté musulmane s'est accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 76,3 pour cent à l'initiative pour l'interdiction des minarets.","Con 30 voti contro 12, i cittadini di Bedretto hanno appprovato l'initiariva popolare ""Sì al divieto di dissimulare il proprio viso"". A Bedretto lo scetticismo nei confronti dei simboli della comunità musulmana è diminuito nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 76,3 percento dei voti - all'iniziativa per il divieto dei minareti."
5064,50,0,0,"Bodio TI","Bodio (TI)","Bodio TI","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
5071,50,0,0,"Dalpe TI","Dalpe (TI)","Dalpe TI","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
